"The labour force among permanent residents aged 18-65 years by time, quarter, district, place of residence, age and gender <em>[ARESTK1]</em> "

"time","district","age","gender","Labour force in average per month","Unemployment in average per month"
"2014","Ilulissat","Over 60 years","Men",86,2
"2014","Ilulissat","Over 60 years","Women",61,4
"2014","Qeqertarsuaq","18-19 years","Men",5,1
"2014","Qeqertarsuaq","18-19 years","Women",2,1
"2014","Qeqertarsuaq","20-24 years","Men",23,4
"2014","Qeqertarsuaq","20-24 years","Women",20,5
"2014","Qeqertarsuaq","25-29 years","Men",18,2
"2014","Qeqertarsuaq","25-29 years","Women",12,2
"2014","Qeqertarsuaq","30-34 years","Men",12,1
"2014","Qeqertarsuaq","30-34 years","Women",15,2
"2014","Qeqertarsuaq","35-39 years","Men",16,1
"2014","Qeqertarsuaq","35-39 years","Women",18,3
"2014","Qeqertarsuaq","40-44 years","Men",22,2
"2014","Qeqertarsuaq","40-44 years","Women",14,0
"2014","Qeqertarsuaq","45-49 years","Men",33,4
"2014","Qeqertarsuaq","45-49 years","Women",34,1
"2014","Qeqertarsuaq","50-54 years","Men",41,5
"2014","Qeqertarsuaq","50-54 years","Women",33,2
"2014","Qeqertarsuaq","55-59 years","Men",26,1
"2014","Qeqertarsuaq","55-59 years","Women",25,0
"2014","Qeqertarsuaq","Over 60 years","Men",15,1
"2014","Qeqertarsuaq","Over 60 years","Women",9,1
"2014","Uummannaq","18-19 years","Men",18,2
"2014","Uummannaq","18-19 years","Women",13,3
"2014","Uummannaq","20-24 years","Men",62,9
"2014","Uummannaq","20-24 years","Women",63,9
"2014","Uummannaq","25-29 years","Men",59,5
"2014","Uummannaq","25-29 years","Women",51,6
"2014","Uummannaq","30-34 years","Men",51,5
"2014","Uummannaq","30-34 years","Women",40,4
"2014","Uummannaq","35-39 years","Men",46,3
"2014","Uummannaq","35-39 years","Women",45,4
"2014","Uummannaq","40-44 years","Men",46,3
"2014","Uummannaq","40-44 years","Women",46,3
"2014","Uummannaq","45-49 years","Men",93,6
"2014","Uummannaq","45-49 years","Women",78,7
"2014","Uummannaq","50-54 years","Men",89,10
"2014","Uummannaq","50-54 years","Women",77,2
"2014","Uummannaq","55-59 years","Men",74,5
"2014","Uummannaq","55-59 years","Women",50,2
"2014","Uummannaq","Over 60 years","Men",44,3
"2014","Uummannaq","Over 60 years","Women",26,2
"2014","Upernavik","18-19 years","Men",18,7
"2014","Upernavik","18-19 years","Women",21,9
"2014","Upernavik","20-24 years","Men",83,18
"2014","Upernavik","20-24 years","Women",65,26
"2014","Upernavik","25-29 years","Men",60,7
"2014","Upernavik","25-29 years","Women",55,12
"2014","Upernavik","30-34 years","Men",80,9
"2014","Upernavik","30-34 years","Women",59,10
"2014","Upernavik","35-39 years","Men",69,7
"2014","Upernavik","35-39 years","Women",57,8
"2014","Upernavik","40-44 years","Men",76,7
"2014","Upernavik","40-44 years","Women",60,9
"2014","Upernavik","45-49 years","Men",93,5
"2014","Upernavik","45-49 years","Women",70,7
"2014","Upernavik","50-54 years","Men",96,4
"2014","Upernavik","50-54 years","Women",62,7
"2014","Upernavik","55-59 years","Men",62,6
"2014","Upernavik","55-59 years","Women",29,4
"2014","Upernavik","Over 60 years","Men",37,3
"2014","Upernavik","Over 60 years","Women",20,2
"2014","Qaanaaq","18-19 years","Men",5,3
"2014","Qaanaaq","18-19 years","Women",10,7
"2014","Qaanaaq","20-24 years","Men",24,7
"2014","Qaanaaq","20-24 years","Women",17,9
"2014","Qaanaaq","25-29 years","Men",18,3
"2014","Qaanaaq","25-29 years","Women",21,8
"2014","Qaanaaq","30-34 years","Men",20,6
"2014","Qaanaaq","30-34 years","Women",16,4
"2014","Qaanaaq","35-39 years","Men",13,2
"2014","Qaanaaq","35-39 years","Women",12,1
"2014","Qaanaaq","40-44 years","Men",23,6
"2014","Qaanaaq","40-44 years","Women",10,2
"2014","Qaanaaq","45-49 years","Men",30,6
"2014","Qaanaaq","45-49 years","Women",27,7
"2014","Qaanaaq","50-54 years","Men",26,3
"2014","Qaanaaq","50-54 years","Women",29,4
"2014","Qaanaaq","55-59 years","Men",17,2
"2014","Qaanaaq","55-59 years","Women",11,2
"2014","Qaanaaq","Over 60 years","Men",9,0
"2014","Qaanaaq","Over 60 years","Women",7,1
"2014","Tasiilaq","18-19 years","Men",21,6
"2014","Tasiilaq","18-19 years","Women",19,6
"2014","Tasiilaq","20-24 years","Men",62,11
"2014","Tasiilaq","20-24 years","Women",66,19
"2014","Tasiilaq","25-29 years","Men",94,24
"2014","Tasiilaq","25-29 years","Women",71,19
"2014","Tasiilaq","30-34 years","Men",73,13
"2014","Tasiilaq","30-34 years","Women",70,14
"2014","Tasiilaq","35-39 years","Men",63,9
"2014","Tasiilaq","35-39 years","Women",50,8
"2014","Tasiilaq","40-44 years","Men",69,11
"2014","Tasiilaq","40-44 years","Women",53,8
"2014","Tasiilaq","45-49 years","Men",81,13
"2014","Tasiilaq","45-49 years","Women",81,15
"2014","Tasiilaq","50-54 years","Men",76,15
"2014","Tasiilaq","50-54 years","Women",56,9
"2014","Tasiilaq","55-59 years","Men",52,10
"2014","Tasiilaq","55-59 years","Women",38,6
"2014","Tasiilaq","Over 60 years","Men",39,4
"2014","Tasiilaq","Over 60 years","Women",18,1
"2014","Ittoqqortoormiit","18-19 years","Men",3,1
"2014","Ittoqqortoormiit","18-19 years","Women",1,1
"2014","Ittoqqortoormiit","20-24 years","Men",12,5
"2014","Ittoqqortoormiit","20-24 years","Women",4,1
"2014","Ittoqqortoormiit","25-29 years","Men",19,5
"2014","Ittoqqortoormiit","25-29 years","Women",12,4
"2014","Ittoqqortoormiit","30-34 years","Men",7,1
"2014","Ittoqqortoormiit","30-34 years","Women",11,2
"2014","Ittoqqortoormiit","35-39 years","Men",10,3
"2014","Ittoqqortoormiit","35-39 years","Women",11,1
"2014","Ittoqqortoormiit","40-44 years","Men",10,1
"2014","Ittoqqortoormiit","40-44 years","Women",4,2
"2014","Ittoqqortoormiit","45-49 years","Men",9,1
"2014","Ittoqqortoormiit","45-49 years","Women",9,3
"2014","Ittoqqortoormiit","50-54 years","Men",14,4
"2014","Ittoqqortoormiit","50-54 years","Women",12,1
"2014","Ittoqqortoormiit","55-59 years","Men",13,2
"2014","Ittoqqortoormiit","55-59 years","Women",6,1
"2014","Ittoqqortoormiit","Over 60 years","Men",4,0
"2014","Ittoqqortoormiit","Over 60 years","Women",2,0
"2015","Nanortalik","18-19 years","Men",8,2
"2015","Nanortalik","18-19 years","Women",12,5
"2015","Nanortalik","20-24 years","Men",46,6
"2015","Nanortalik","20-24 years","Women",30,7
"2015","Nanortalik","25-29 years","Men",44,11
"2015","Nanortalik","25-29 years","Women",29,7
"2015","Nanortalik","30-34 years","Men",42,6
"2015","Nanortalik","30-34 years","Women",42,7
"2015","Nanortalik","35-39 years","Men",39,8
"2015","Nanortalik","35-39 years","Women",30,6
"2015","Nanortalik","40-44 years","Men",44,4
"2015","Nanortalik","40-44 years","Women",22,3
"2015","Nanortalik","45-49 years","Men",50,9
"2015","Nanortalik","45-49 years","Women",42,6
"2015","Nanortalik","50-54 years","Men",58,7
"2015","Nanortalik","50-54 years","Women",54,5
"2015","Nanortalik","55-59 years","Men",52,6
"2015","Nanortalik","55-59 years","Women",30,4
"2015","Nanortalik","Over 60 years","Men",44,5
"2015","Nanortalik","Over 60 years","Women",24,2
"2015","Qaqortoq","18-19 years","Men",26,5
"2015","Qaqortoq","18-19 years","Women",15,4
"2015","Qaqortoq","20-24 years","Men",79,14
"2015","Qaqortoq","20-24 years","Women",63,9
"2015","Qaqortoq","25-29 years","Men",95,13
"2015","Qaqortoq","25-29 years","Women",92,12
"2015","Qaqortoq","30-34 years","Men",84,12
"2015","Qaqortoq","30-34 years","Women",75,7
"2015","Qaqortoq","35-39 years","Men",75,6
"2015","Qaqortoq","35-39 years","Women",52,4
"2015","Qaqortoq","40-44 years","Men",54,4
"2015","Qaqortoq","40-44 years","Women",60,5
"2015","Qaqortoq","45-49 years","Men",99,7
"2015","Qaqortoq","45-49 years","Women",90,6
"2015","Qaqortoq","50-54 years","Men",122,13
"2015","Qaqortoq","50-54 years","Women",101,7
"2015","Qaqortoq","55-59 years","Men",110,10
"2015","Qaqortoq","55-59 years","Women",84,2
"2015","Qaqortoq","Over 60 years","Men",78,9
"2015","Qaqortoq","Over 60 years","Women",59,2
"2015","Narsaq","18-19 years","Men",9,4
"2015","Narsaq","18-19 years","Women",8,3
"2015","Narsaq","20-24 years","Men",40,9
"2015","Narsaq","20-24 years","Women",20,4
"2015","Narsaq","25-29 years","Men",40,7
"2015","Narsaq","25-29 years","Women",33,7
"2015","Narsaq","30-34 years","Men",44,6
"2015","Narsaq","30-34 years","Women",30,6
"2015","Narsaq","35-39 years","Men",30,2
"2015","Narsaq","35-39 years","Women",27,3
"2015","Narsaq","40-44 years","Men",25,5
"2015","Narsaq","40-44 years","Women",27,3
"2015","Narsaq","45-49 years","Men",54,12
"2015","Narsaq","45-49 years","Women",40,4
"2015","Narsaq","50-54 years","Men",78,14
"2015","Narsaq","50-54 years","Women",70,9
"2015","Narsaq","55-59 years","Men",66,7
"2015","Narsaq","55-59 years","Women",41,3
"2015","Narsaq","Over 60 years","Men",43,6
"2015","Narsaq","Over 60 years","Women",32,2
"2015","Ivittuut","18-19 years","Men",0,0
"2015","Ivittuut","18-19 years","Women",0,0
"2015","Ivittuut","20-24 years","Men",0,0
"2015","Ivittuut","20-24 years","Women",0,0
"2015","Ivittuut","25-29 years","Men",0,0
"2015","Ivittuut","25-29 years","Women",0,0
"2015","Ivittuut","30-34 years","Men",0,0
"2015","Ivittuut","30-34 years","Women",0,0
"2015","Ivittuut","35-39 years","Men",1,0
"2015","Ivittuut","35-39 years","Women",0,0
"2015","Ivittuut","40-44 years","Men",0,0
"2015","Ivittuut","40-44 years","Women",0,0
"2015","Ivittuut","45-49 years","Men",0,0
"2015","Ivittuut","45-49 years","Women",0,0
"2015","Ivittuut","50-54 years","Men",0,0
"2015","Ivittuut","50-54 years","Women",0,0
"2015","Ivittuut","55-59 years","Men",0,0
"2015","Ivittuut","55-59 years","Women",0,0
"2015","Ivittuut","Over 60 years","Men",0,0
"2015","Ivittuut","Over 60 years","Women",0,0
"2015","Paamiut","18-19 years","Men",14,2
"2015","Paamiut","18-19 years","Women",9,3
"2015","Paamiut","20-24 years","Men",43,8
"2015","Paamiut","20-24 years","Women",29,8
"2015","Paamiut","25-29 years","Men",34,6
"2015","Paamiut","25-29 years","Women",32,7
"2015","Paamiut","30-34 years","Men",52,10
"2015","Paamiut","30-34 years","Women",35,5
"2015","Paamiut","35-39 years","Men",35,4
"2015","Paamiut","35-39 years","Women",24,6
"2015","Paamiut","40-44 years","Men",23,1
"2015","Paamiut","40-44 years","Women",20,3
"2015","Paamiut","45-49 years","Men",44,6
"2015","Paamiut","45-49 years","Women",37,4
"2015","Paamiut","50-54 years","Men",65,9
"2015","Paamiut","50-54 years","Women",45,7
"2015","Paamiut","55-59 years","Men",49,5
"2015","Paamiut","55-59 years","Women",33,4
"2015","Paamiut","Over 60 years","Men",41,3
"2015","Paamiut","Over 60 years","Women",18,1
"2015","Nuuk","18-19 years","Men",83,14
"2015","Nuuk","18-19 years","Women",98,8
"2015","Nuuk","20-24 years","Men",417,41
"2015","Nuuk","20-24 years","Women",358,26
"2015","Nuuk","25-29 years","Men",550,39
"2015","Nuuk","25-29 years","Women",484,29
"2015","Nuuk","30-34 years","Men",566,34
"2015","Nuuk","30-34 years","Women",550,24
"2015","Nuuk","35-39 years","Men",540,24
"2015","Nuuk","35-39 years","Women",492,15
"2015","Nuuk","40-44 years","Men",499,19
"2015","Nuuk","40-44 years","Women",388,19
"2015","Nuuk","45-49 years","Men",647,40
"2015","Nuuk","45-49 years","Women",584,33
"2015","Nuuk","50-54 years","Men",711,52
"2015","Nuuk","50-54 years","Women",622,42
"2015","Nuuk","55-59 years","Men",602,46
"2015","Nuuk","55-59 years","Women",438,25
"2015","Nuuk","Over 60 years","Men",348,22
"2015","Nuuk","Over 60 years","Women",265,12
"2015","Maniitsoq","18-19 years","Men",27,2
"2015","Maniitsoq","18-19 years","Women",21,6
"2015","Maniitsoq","20-24 years","Men",93,11
"2015","Maniitsoq","20-24 years","Women",51,11
"2015","Maniitsoq","25-29 years","Men",89,10
"2015","Maniitsoq","25-29 years","Women",73,8
"2015","Maniitsoq","30-34 years","Men",95,8
"2015","Maniitsoq","30-34 years","Women",74,7
"2015","Maniitsoq","35-39 years","Men",85,4
"2015","Maniitsoq","35-39 years","Women",65,6
"2015","Maniitsoq","40-44 years","Men",68,4
"2015","Maniitsoq","40-44 years","Women",54,2
"2015","Maniitsoq","45-49 years","Men",106,8
"2015","Maniitsoq","45-49 years","Women",90,6
"2015","Maniitsoq","50-54 years","Men",137,6
"2015","Maniitsoq","50-54 years","Women",122,4
"2015","Maniitsoq","55-59 years","Men",113,5
"2015","Maniitsoq","55-59 years","Women",79,4
"2015","Maniitsoq","Over 60 years","Men",85,3
"2015","Maniitsoq","Over 60 years","Women",45,3
"2015","Sisimiut","18-19 years","Men",44,7
"2015","Sisimiut","18-19 years","Women",47,7
"2015","Sisimiut","20-24 years","Men",187,16
"2015","Sisimiut","20-24 years","Women",158,22
"2015","Sisimiut","25-29 years","Men",216,10
"2015","Sisimiut","25-29 years","Women",138,18
"2015","Sisimiut","30-34 years","Men",154,11
"2015","Sisimiut","30-34 years","Women",149,12
"2015","Sisimiut","35-39 years","Men",138,7
"2015","Sisimiut","35-39 years","Women",140,8
"2015","Sisimiut","40-44 years","Men",151,10
"2015","Sisimiut","40-44 years","Women",147,11
"2015","Sisimiut","45-49 years","Men",249,10
"2015","Sisimiut","45-49 years","Women",208,12
"2015","Sisimiut","50-54 years","Men",224,15
"2015","Sisimiut","50-54 years","Women",199,10
"2015","Sisimiut","55-59 years","Men",182,8
"2015","Sisimiut","55-59 years","Women",139,6
"2015","Sisimiut","Over 60 years","Men",126,8
"2015","Sisimiut","Over 60 years","Women",78,7
"2015","Kangaatsiaq","18-19 years","Men",7,3
"2015","Kangaatsiaq","18-19 years","Women",10,5
"2015","Kangaatsiaq","20-24 years","Men",33,10
"2015","Kangaatsiaq","20-24 years","Women",26,9
"2015","Kangaatsiaq","25-29 years","Men",40,9
"2015","Kangaatsiaq","25-29 years","Women",30,7
"2015","Kangaatsiaq","30-34 years","Men",33,7
"2015","Kangaatsiaq","30-34 years","Women",26,6
"2015","Kangaatsiaq","35-39 years","Men",19,4
"2015","Kangaatsiaq","35-39 years","Women",20,3
"2015","Kangaatsiaq","40-44 years","Men",22,3
"2015","Kangaatsiaq","40-44 years","Women",17,1
"2015","Kangaatsiaq","45-49 years","Men",34,3
"2015","Kangaatsiaq","45-49 years","Women",33,4
"2015","Kangaatsiaq","50-54 years","Men",46,3
"2015","Kangaatsiaq","50-54 years","Women",33,4
"2015","Kangaatsiaq","55-59 years","Men",44,6
"2015","Kangaatsiaq","55-59 years","Women",27,4
"2015","Kangaatsiaq","Over 60 years","Men",19,1
"2015","Kangaatsiaq","Over 60 years","Women",11,2
"2015","Aasiaat","18-19 years","Men",27,2
"2015","Aasiaat","18-19 years","Women",26,3
"2015","Aasiaat","20-24 years","Men",84,7
"2015","Aasiaat","20-24 years","Women",70,14
"2015","Aasiaat","25-29 years","Men",90,7
"2015","Aasiaat","25-29 years","Women",68,8
"2015","Aasiaat","30-34 years","Men",97,8
"2015","Aasiaat","30-34 years","Women",73,6
"2015","Aasiaat","35-39 years","Men",43,3
"2015","Aasiaat","35-39 years","Women",54,3
"2015","Aasiaat","40-44 years","Men",68,9
"2015","Aasiaat","40-44 years","Women",49,4
"2015","Aasiaat","45-49 years","Men",121,12
"2015","Aasiaat","45-49 years","Women",95,6
"2015","Aasiaat","50-54 years","Men",125,8
"2015","Aasiaat","50-54 years","Women",90,5
"2015","Aasiaat","55-59 years","Men",94,8
"2015","Aasiaat","55-59 years","Women",52,1
"2015","Aasiaat","Over 60 years","Men",53,4
"2015","Aasiaat","Over 60 years","Women",41,1
"2015","Qasigiannguit","18-19 years","Men",3,1
"2015","Qasigiannguit","18-19 years","Women",7,3
"2015","Qasigiannguit","20-24 years","Men",31,6
"2015","Qasigiannguit","20-24 years","Women",27,6
"2015","Qasigiannguit","25-29 years","Men",39,5
"2015","Qasigiannguit","25-29 years","Women",30,4
"2015","Qasigiannguit","30-34 years","Men",35,4
"2015","Qasigiannguit","30-34 years","Women",26,3
"2015","Qasigiannguit","35-39 years","Men",32,5
"2015","Qasigiannguit","35-39 years","Women",16,1
"2015","Qasigiannguit","40-44 years","Men",27,4
"2015","Qasigiannguit","40-44 years","Women",34,2
"2015","Qasigiannguit","45-49 years","Men",50,4
"2015","Qasigiannguit","45-49 years","Women",40,2
"2015","Qasigiannguit","50-54 years","Men",40,2
"2015","Qasigiannguit","50-54 years","Women",34,2
"2015","Qasigiannguit","55-59 years","Men",30,4
"2015","Qasigiannguit","55-59 years","Women",32,1
"2015","Qasigiannguit","Over 60 years","Men",31,2
"2015","Qasigiannguit","Over 60 years","Women",22,1
"2015","Ilulissat","18-19 years","Men",23,3
"2015","Ilulissat","18-19 years","Women",18,4
"2015","Ilulissat","20-24 years","Men",119,11
"2015","Ilulissat","20-24 years","Women",100,14
"2015","Ilulissat","25-29 years","Men",128,9
"2015","Ilulissat","25-29 years","Women",129,13
"2015","Ilulissat","30-34 years","Men",114,9
"2015","Ilulissat","30-34 years","Women",139,12
"2015","Ilulissat","35-39 years","Men",137,8
"2015","Ilulissat","35-39 years","Women",107,11
"2015","Ilulissat","40-44 years","Men",139,8
"2015","Ilulissat","40-44 years","Women",103,10
"2015","Ilulissat","45-49 years","Men",176,12
"2015","Ilulissat","45-49 years","Women",175,14
"2015","Ilulissat","50-54 years","Men",169,15
"2015","Ilulissat","50-54 years","Women",144,7
"2015","Ilulissat","55-59 years","Men",128,5
"2015","Ilulissat","55-59 years","Women",97,4
"2015","Ilulissat","Over 60 years","Men",95,4
"2015","Ilulissat","Over 60 years","Women",57,3
"2015","Qeqertarsuaq","18-19 years","Men",5,2
"2015","Qeqertarsuaq","18-19 years","Women",6,3
"2015","Qeqertarsuaq","20-24 years","Men",16,3
"2015","Qeqertarsuaq","20-24 years","Women",17,3
"2015","Qeqertarsuaq","25-29 years","Men",17,2
"2015","Qeqertarsuaq","25-29 years","Women",18,1
"2015","Qeqertarsuaq","30-34 years","Men",15,2
"2015","Qeqertarsuaq","30-34 years","Women",17,1
"2015","Qeqertarsuaq","35-39 years","Men",17,1
"2015","Qeqertarsuaq","35-39 years","Women",20,2
"2015","Qeqertarsuaq","40-44 years","Men",24,2
"2015","Qeqertarsuaq","40-44 years","Women",9,1
"2015","Qeqertarsuaq","45-49 years","Men",22,4
"2015","Qeqertarsuaq","45-49 years","Women",30,1
"2015","Qeqertarsuaq","50-54 years","Men",43,6
"2015","Qeqertarsuaq","50-54 years","Women",37,2
"2015","Qeqertarsuaq","55-59 years","Men",28,1
"2015","Qeqertarsuaq","55-59 years","Women",29,2
"2015","Qeqertarsuaq","Over 60 years","Men",11,0
"2015","Qeqertarsuaq","Over 60 years","Women",11,1
"2015","Uummannaq","18-19 years","Men",25,5
"2015","Uummannaq","18-19 years","Women",17,3
"2015","Uummannaq","20-24 years","Men",72,8
"2015","Uummannaq","20-24 years","Women",61,8
"2015","Uummannaq","25-29 years","Men",65,5
"2015","Uummannaq","25-29 years","Women",51,5
"2015","Uummannaq","30-34 years","Men",53,4
"2015","Uummannaq","30-34 years","Women",46,4
"2015","Uummannaq","35-39 years","Men",40,2
"2015","Uummannaq","35-39 years","Women",42,2
"2015","Uummannaq","40-44 years","Men",52,2
"2015","Uummannaq","40-44 years","Women",39,3
"2015","Uummannaq","45-49 years","Men",80,4
"2015","Uummannaq","45-49 years","Women",71,4
"2015","Uummannaq","50-54 years","Men",108,7
"2015","Uummannaq","50-54 years","Women",84,6
"2015","Uummannaq","55-59 years","Men",73,5
"2015","Uummannaq","55-59 years","Women",53,2
"2015","Uummannaq","Over 60 years","Men",47,3
"2015","Uummannaq","Over 60 years","Women",25,1
"2015","Upernavik","18-19 years","Men",13,3
"2015","Upernavik","18-19 years","Women",18,7
"2015","Upernavik","20-24 years","Men",88,14
"2015","Upernavik","20-24 years","Women",55,17
"2015","Upernavik","25-29 years","Men",65,6
"2015","Upernavik","25-29 years","Women",48,11
"2015","Upernavik","30-34 years","Men",79,6
"2015","Upernavik","30-34 years","Women",50,7
"2015","Upernavik","35-39 years","Men",75,3
"2015","Upernavik","35-39 years","Women",60,9
"2015","Upernavik","40-44 years","Men",69,4
"2015","Upernavik","40-44 years","Women",62,6
"2015","Upernavik","45-49 years","Men",97,3
"2015","Upernavik","45-49 years","Women",61,7
"2015","Upernavik","50-54 years","Men",101,3
"2015","Upernavik","50-54 years","Women",60,4
"2015","Upernavik","55-59 years","Men",70,5
"2015","Upernavik","55-59 years","Women",40,3
"2015","Upernavik","Over 60 years","Men",46,2
"2015","Upernavik","Over 60 years","Women",17,0
"2015","Qaanaaq","18-19 years","Men",6,2
"2015","Qaanaaq","18-19 years","Women",5,2
"2015","Qaanaaq","20-24 years","Men",25,8
"2015","Qaanaaq","20-24 years","Women",15,6
"2015","Qaanaaq","25-29 years","Men",20,4
"2015","Qaanaaq","25-29 years","Women",23,8
"2015","Qaanaaq","30-34 years","Men",15,4
"2015","Qaanaaq","30-34 years","Women",16,3
"2015","Qaanaaq","35-39 years","Men",13,4
"2015","Qaanaaq","35-39 years","Women",12,0
"2015","Qaanaaq","40-44 years","Men",18,4
"2015","Qaanaaq","40-44 years","Women",8,1
"2015","Qaanaaq","45-49 years","Men",30,6
"2015","Qaanaaq","45-49 years","Women",19,3
"2015","Qaanaaq","50-54 years","Men",22,3
"2015","Qaanaaq","50-54 years","Women",32,5
"2015","Qaanaaq","55-59 years","Men",18,3
"2015","Qaanaaq","55-59 years","Women",16,2
"2015","Qaanaaq","Over 60 years","Men",6,1
"2015","Qaanaaq","Over 60 years","Women",6,1
"2015","Tasiilaq","18-19 years","Men",21,8
"2015","Tasiilaq","18-19 years","Women",24,9
"2015","Tasiilaq","20-24 years","Men",69,15
"2015","Tasiilaq","20-24 years","Women",71,25
"2015","Tasiilaq","25-29 years","Men",85,22
"2015","Tasiilaq","25-29 years","Women",75,23
"2015","Tasiilaq","30-34 years","Men",73,15
"2015","Tasiilaq","30-34 years","Women",74,19
"2015","Tasiilaq","35-39 years","Men",71,14
"2015","Tasiilaq","35-39 years","Women",54,14
"2015","Tasiilaq","40-44 years","Men",65,11
"2015","Tasiilaq","40-44 years","Women",48,7
"2015","Tasiilaq","45-49 years","Men",80,17
"2015","Tasiilaq","45-49 years","Women",89,18
"2015","Tasiilaq","50-54 years","Men",81,16
"2015","Tasiilaq","50-54 years","Women",52,12
"2015","Tasiilaq","55-59 years","Men",58,16
"2015","Tasiilaq","55-59 years","Women",47,11
"2015","Tasiilaq","Over 60 years","Men",42,5
"2015","Tasiilaq","Over 60 years","Women",24,3
"2015","Ittoqqortoormiit","18-19 years","Men",4,1
"2015","Ittoqqortoormiit","18-19 years","Women",3,1
"2015","Ittoqqortoormiit","20-24 years","Men",12,3
"2015","Ittoqqortoormiit","20-24 years","Women",4,1
"2015","Ittoqqortoormiit","25-29 years","Men",12,2
"2015","Ittoqqortoormiit","25-29 years","Women",14,4
"2015","Ittoqqortoormiit","30-34 years","Men",10,0
"2015","Ittoqqortoormiit","30-34 years","Women",9,1
"2015","Ittoqqortoormiit","35-39 years","Men",10,2
"2015","Ittoqqortoormiit","35-39 years","Women",14,1
"2015","Ittoqqortoormiit","40-44 years","Men",13,1
"2015","Ittoqqortoormiit","40-44 years","Women",4,1
"2015","Ittoqqortoormiit","45-49 years","Men",9,1
"2015","Ittoqqortoormiit","45-49 years","Women",6,3
"2015","Ittoqqortoormiit","50-54 years","Men",8,1
"2015","Ittoqqortoormiit","50-54 years","Women",12,2
"2015","Ittoqqortoormiit","55-59 years","Men",14,1
"2015","Ittoqqortoormiit","55-59 years","Women",7,1
"2015","Ittoqqortoormiit","Over 60 years","Men",6,1
"2015","Ittoqqortoormiit","Over 60 years","Women",2,1
"2016","Nanortalik","18-19 years","Men",10,2
"2016","Nanortalik","18-19 years","Women",13,4
"2016","Nanortalik","20-24 years","Men",46,6
"2016","Nanortalik","20-24 years","Women",32,8
"2016","Nanortalik","25-29 years","Men",43,5
"2016","Nanortalik","25-29 years","Women",27,5
"2016","Nanortalik","30-34 years","Men",46,7
"2016","Nanortalik","30-34 years","Women",33,4
"2016","Nanortalik","35-39 years","Men",47,7
"2016","Nanortalik","35-39 years","Women",28,3
"2016","Nanortalik","40-44 years","Men",41,5
"2016","Nanortalik","40-44 years","Women",28,2
"2016","Nanortalik","45-49 years","Men",48,6
"2016","Nanortalik","45-49 years","Women",36,5
"2016","Nanortalik","50-54 years","Men",53,5
"2016","Nanortalik","50-54 years","Women",55,5
"2016","Nanortalik","55-59 years","Men",64,7
"2016","Nanortalik","55-59 years","Women",35,4
"2016","Nanortalik","Over 60 years","Men",38,3
"2016","Nanortalik","Over 60 years","Women",22,2
"2016","Qaqortoq","18-19 years","Men",27,4
"2016","Qaqortoq","18-19 years","Women",25,4
"2016","Qaqortoq","20-24 years","Men",80,16
"2016","Qaqortoq","20-24 years","Women",70,6
"2016","Qaqortoq","25-29 years","Men",96,13
"2016","Qaqortoq","25-29 years","Women",86,12
"2016","Qaqortoq","30-34 years","Men",77,7
"2016","Qaqortoq","30-34 years","Women",82,7
"2016","Qaqortoq","35-39 years","Men",67,4
"2016","Qaqortoq","35-39 years","Women",66,6
"2016","Qaqortoq","40-44 years","Men",59,6
"2016","Qaqortoq","40-44 years","Women",48,3
"2016","Qaqortoq","45-49 years","Men",89,7
"2016","Qaqortoq","45-49 years","Women",78,7
"2016","Qaqortoq","50-54 years","Men",130,11
"2016","Qaqortoq","50-54 years","Women",103,6
"2016","Qaqortoq","55-59 years","Men",103,11
"2016","Qaqortoq","55-59 years","Women",88,4
"2016","Qaqortoq","Over 60 years","Men",85,7
"2016","Qaqortoq","Over 60 years","Women",64,3
"2016","Narsaq","18-19 years","Men",9,4
"2016","Narsaq","18-19 years","Women",8,2
"2016","Narsaq","20-24 years","Men",40,7
"2016","Narsaq","20-24 years","Women",26,5
"2016","Narsaq","25-29 years","Men",36,6
"2016","Narsaq","25-29 years","Women",37,6
"2016","Narsaq","30-34 years","Men",39,4
"2016","Narsaq","30-34 years","Women",28,4
"2016","Narsaq","35-39 years","Men",33,4
"2016","Narsaq","35-39 years","Women",34,3
"2016","Narsaq","40-44 years","Men",26,3
"2016","Narsaq","40-44 years","Women",24,2
"2016","Narsaq","45-49 years","Men",33,8
"2016","Narsaq","45-49 years","Women",33,2
"2016","Narsaq","50-54 years","Men",79,13
"2016","Narsaq","50-54 years","Women",59,7
"2016","Narsaq","55-59 years","Men",57,7
"2016","Narsaq","55-59 years","Women",48,5
"2016","Narsaq","Over 60 years","Men",45,5
"2016","Narsaq","Over 60 years","Women",28,0
"2016","Ivittuut","18-19 years","Men",0,0
"2016","Ivittuut","18-19 years","Women",0,0
"2016","Ivittuut","20-24 years","Men",0,0
"2016","Ivittuut","20-24 years","Women",1,0
"2016","Ivittuut","25-29 years","Men",0,0
"2016","Ivittuut","25-29 years","Women",0,0
"2016","Ivittuut","30-34 years","Men",0,0
"2016","Ivittuut","30-34 years","Women",0,0
"2016","Ivittuut","35-39 years","Men",0,0
"2016","Ivittuut","35-39 years","Women",0,0
"2016","Ivittuut","40-44 years","Men",0,0
"2016","Ivittuut","40-44 years","Women",0,0
"2016","Ivittuut","45-49 years","Men",0,0
"2016","Ivittuut","45-49 years","Women",0,0
"2016","Ivittuut","50-54 years","Men",0,0
